"Seq ID","Seq Description","GO ID","HUBGENE"
"ppt_163771","Q94HY0tr=Putative reverse transcriptase  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0090502, GO:0003676, GO:0003700, GO:0004523","NO-H"
"ppt_163772","Q2QXH7tr=Os12g0156200 protein  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0090502, GO:0003676, GO:0003700, GO:0004523","NO-H"
"ppt_164201","A0A0K8K5X8tr=Dof protein  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_164426","Q9SIE4sp=Ethylene-responsive transcription factor ERF056 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009409, GO:0009414, GO:0009416, GO:0009611, GO:0009736, GO:0009873, GO:0045595, GO:0071472, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_165510","A0A072U6A5tr=Myb transcription factor  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0030154, GO:0000976, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165519","H9BDH9tr=CPC-like protein  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165520","Q8GV05sp=Transcription factor TRY Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010091, GO:0080147, GO:1900033, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_165530","Q33AJ4tr=Retrotransposon protein, putative, unclassified  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0009409, GO:0010150, GO:0042742, GO:0050832, GO:0070417, GO:0090502, GO:0106167, GO:1900367, GO:0003676, GO:0003700, GO:0004523, GO:0005516, GO:0008270, GO:0043565, GO:0005634","NO-H"
"ppt_165845","A0A078IPA9tr=BnaC03g72370D protein  Brassica napus (Rape)","GO:0006355, GO:0009908, GO:1901371, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165846","Q9ZWC5sp=Scarecrow-like protein 18 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0090506, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165847","A0A078IPA9tr=BnaC03g72370D protein  Brassica napus (Rape)","GO:0006355, GO:0009908, GO:1901371, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165922","A0A0C9RV74tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11327_2770 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165925","A0A0C9RQE0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25375_1475 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_165927","A0A0C9RQE0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25375_1475 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_165928","A0A0C9S8E8tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11328_2624 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165929","A0A0C9S8E8tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11328_2624 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165930","A0A0C9S8E8tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11328_2624 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_165987","B9GZ21tr=AP2 domain-containing transcription factor family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_165988","G7KSW6tr=Ethylene response factor  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006004, GO:0006355, GO:0003677, GO:0003700, GO:0016757, GO:0005634","NO-H"
"ppt_166101","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166102","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166105","Q93WJ9sp=Transcription repressor KAN1 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007275, GO:0009943, GO:0009944, GO:0009956, GO:0010051, GO:0010158, GO:0030154, GO:0048440, GO:0048481, GO:0080060, GO:1905392, GO:0000976, GO:0003677, GO:0003700, GO:0005515, GO:0005618, GO:0005634","NO-H"
"ppt_166106","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166107","Q700D9sp=Putative Myb family transcription factor At1g14600 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166272","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166274","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166275","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166277","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166278","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166280","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166282","Q9ZVP8sp=NAC domain-containing protein 35  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166957","A0A078D1A3tr=BnaC03g03620D protein  Brassica napus (Rape)","GO:0009414, GO:0009739, GO:0009751, GO:0009787, GO:0010116, GO:0045893, GO:1901001, GO:1901371, GO:1905615, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166958","A0A0B0PST5tr=Transcription factor MYB1R1  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0009414, GO:0009739, GO:0009751, GO:0009787, GO:0010116, GO:0045893, GO:1901001, GO:1901371, GO:1905615, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_166959","D9ZJ72tr=MYBR domain class transcription factor  Malus domestica (Apple) (Pyrus malus)","GO:0009739, GO:0009744, GO:0045892, GO:0099402, GO:0003700, GO:0005488, GO:0005634","NO-H"
"ppt_167927","A0A061GFP8tr=Binding,calmodulin binding, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003676, GO:0003700, GO:0003723, GO:0043565, GO:0050660, GO:0016020, GO:0016021","NO-H"
"ppt_167928","A0A061GFP8tr=Binding,calmodulin binding, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0050660, GO:0016020, GO:0016021","NO-H"
"ppt_167929","A0A061GFP8tr=Binding,calmodulin binding, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0050660, GO:0016020, GO:0016021","NO-H"
"ppt_167930","A0A061GFP8tr=Binding,calmodulin binding, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003700, GO:0043565, GO:0050660, GO:0016020, GO:0016021","NO-H"
"ppt_167931","A0A061GFP8tr=Binding,calmodulin binding, putative isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003676, GO:0003700, GO:0003723, GO:0043565, GO:0050660, GO:0016020, GO:0016021","NO-H"
"ppt_168374","O82133sp=Dehydration-responsive element-binding protein 2B Arabidopsis thaliana (Mouse-ear cress)","GO:0005983, GO:0006952, GO:0006970, GO:0009414, GO:0009555, GO:0009738, GO:0009744, GO:0009749, GO:0009873, GO:0010119, GO:0010182, GO:0010286, GO:0010353, GO:0010449, GO:0010896, GO:0031930, GO:0032880, GO:0045893, GO:0048316, GO:0048527, GO:2000082, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_168375","A0A0M5JLS6tr=HSF29  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0061408, GO:0000978, GO:0003700, GO:0005634, GO:0042025","NO-H"
"ppt_168376","A0A0N6WL05tr=Heat shock transcription factor B4b  Populus simonii","GO:0061408, GO:0000978, GO:0003700, GO:0005634, GO:0042025","NO-H"
"ppt_168377","A0A0N6WL05tr=Heat shock transcription factor B4b  Populus simonii","GO:0008356, GO:0061408, GO:0000978, GO:0003700, GO:0005634, GO:0042025","NO-H"
"ppt_168378","A9SJI8tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0008356, GO:0061408, GO:0000978, GO:0003700, GO:0005634, GO:0005737, GO:0042025","NO-H"
"ppt_168379","A9SJI8tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0008356, GO:0061408, GO:0000978, GO:0003700, GO:0005634, GO:0005737, GO:0042025","NO-H"
"ppt_168594","A0A0C9QTK0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_10435_2032 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700","NO-H"
"ppt_168595","A0A0C9RMP2tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_10434_2160 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700","NO-H"
"ppt_168742","I0Z2B7tr=Fasciclin-domain-containing protein  Coccomyxa subellipsoidea (strain C-169) (Green microalga)","GO:0006352, GO:0006355, GO:0003700, GO:0016020, GO:0016021","NO-H"
"ppt_169589","A0A061G6P8tr=BZIP domain class transcription factor isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169590","G7KB04tr=BZIP transcription factor family protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169591","G7KB04tr=BZIP transcription factor family protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169593","G7KB04tr=BZIP transcription factor family protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169596","P23922sp=Transcription factor HBP-1a Triticum aestivum (Wheat)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169597","A0A061G6P8tr=BZIP domain class transcription factor isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169598","G7KB04tr=BZIP transcription factor family protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169602","G7KB04tr=BZIP transcription factor family protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169677","Q7XBH4sp=Myb-related protein Myb4 Oryza sativa subsp. japonica (Rice)","GO:0009409, GO:0030154, GO:0045893, GO:0003700, GO:0043565, GO:0005634","HUB"
"ppt_169678","Q7XBH4sp=Myb-related protein Myb4 Oryza sativa subsp. japonica (Rice)","GO:0009409, GO:0030154, GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169679","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0071365, GO:1901332, GO:0003700, GO:0043565, GO:0005634, GO:0005737","NO-H"
"ppt_169680","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169681","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_169682","A0A061EYD8tr=Myb domain protein 107  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0071365, GO:1901332, GO:0003700, GO:0043565, GO:0005634, GO:0005737","NO-H"
"ppt_169683","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_170033","Q9SAK5sp=Myb family transcription factor APL  Arabidopsis thaliana (Mouse-ear cress)","GO:0009567, GO:0009908, GO:0010088, GO:0010089, GO:0016036, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170035","Q9SAK5sp=Myb family transcription factor APL  Arabidopsis thaliana (Mouse-ear cress)","GO:0009567, GO:0009908, GO:0010088, GO:0010089, GO:0016036, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170038","Q9SAK5sp=Myb family transcription factor APL  Arabidopsis thaliana (Mouse-ear cress)","GO:0009567, GO:0009908, GO:0010088, GO:0010089, GO:0016036, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170081","A0A078G2T0tr=BnaC04g03870D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170082","A0A061G3Z0tr=Integrase-type DNA-binding superfamily protein, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170083","A0A078CEY8tr=BnaA05g04450D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170084","A0A061G3Z0tr=Integrase-type DNA-binding superfamily protein, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170085","A0A061G3Z0tr=Integrase-type DNA-binding superfamily protein, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170086","A0A061G3Z0tr=Integrase-type DNA-binding superfamily protein, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170087","A0A078CEY8tr=BnaA05g04450D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170088","A0A078CEY8tr=BnaA05g04450D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170090","W6FFV1tr=Dehydration responsive element binding transcription factor  Morus notabilis","GO:0006355, GO:0050832, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170091","W6FFV1tr=Dehydration responsive element binding transcription factor  Morus notabilis","GO:0006355, GO:0050832, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170092","W6FFV1tr=Dehydration responsive element binding transcription factor  Morus notabilis","GO:0006355, GO:0050832, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_170607","Q9XE33sp=Nuclear transcription factor Y subunit C-6  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0009738, GO:0009740, GO:0009908, GO:0010029, GO:0010468, GO:0045893, GO:0048574, GO:0048579, GO:0048586, GO:0051247, GO:0055085, GO:2000306, GO:2000905, GO:0000976, GO:0000978, GO:0003677, GO:0003700, GO:0003712, GO:0005515, GO:0043565, GO:0046982, GO:0005576, GO:0005634, GO:0005737, GO:0005829, GO:0009536, GO:0016020, GO:0016021, GO:0016602","NO-H"
"ppt_170608","Q9XE33sp=Nuclear transcription factor Y subunit C-6  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0009738, GO:0009740, GO:0009908, GO:0010029, GO:0010468, GO:0045893, GO:0048574, GO:0048579, GO:0048586, GO:0051247, GO:0055085, GO:2000306, GO:2000905, GO:0000976, GO:0000978, GO:0003677, GO:0003700, GO:0003712, GO:0005515, GO:0043565, GO:0046982, GO:0005576, GO:0005634, GO:0005737, GO:0005829, GO:0009536, GO:0016020, GO:0016021, GO:0016602","NO-H"
"ppt_170636","Q9C7G4sp=Transcription factor TCP22 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007275, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_170639","Q9LT89sp=Transcription factor TCP19 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0031347, GO:0003677, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170640","Q9C7G4sp=Transcription factor TCP22 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007275, GO:0010468, GO:0042752, GO:0045893, GO:0001216, GO:0003677, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170641","Q9C7G4sp=Transcription factor TCP22 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007275, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_170642","Q9C7G4sp=Transcription factor TCP22 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0007275, GO:0010468, GO:0042752, GO:0045893, GO:0001216, GO:0003677, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170643","O64647sp=Transcription factor TCP9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0008361, GO:0048364, GO:1900056, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_170644","O64647sp=Transcription factor TCP9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0008361, GO:0009653, GO:0048364, GO:1900056, GO:0000987, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_170645","O64647sp=Transcription factor TCP9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0008361, GO:0009653, GO:0048364, GO:1900056, GO:0000987, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_170646","O64647sp=Transcription factor TCP9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0008361, GO:0009653, GO:0048364, GO:1900056, GO:0000987, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_171229","A0A078JVL6tr=BnaCnng68630D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_171230","A0A078JVL6tr=BnaCnng68630D protein  Brassica napus (Rape)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_171234","A0A023ZYJ7tr=Ethylene responsive factor 1-like protein  Pinus massoniana","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_171235","A0A023ZYJ7tr=Ethylene responsive factor 1-like protein  Pinus massoniana","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_171236","A0A023ZYJ7tr=Ethylene responsive factor 1-like protein  Pinus massoniana","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_171237","T1SFX4tr=ERF-like  Tarenaya spinosa","GO:0006355, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_171238","A1ILM2tr=Ethylene response factor  Malus domestica (Apple) (Pyrus malus)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_171428","A9SDB2tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_171755","A0A0B2RQB9tr=Ethylene-responsive transcription factor ERF034  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_171964","Q9FKL2sp=Transcription factor MYB36  Arabidopsis thaliana (Mouse-ear cress)","GO:0008285, GO:0035987, GO:0045597, GO:0045892, GO:0045893, GO:0050801, GO:2000067, GO:0003700, GO:0043565, GO:0005634, GO:0048226","NO-H"
"ppt_173107","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_173147","Q9LYU3sp=Ethylene-responsive transcription factor ERF113 Arabidopsis thaliana (Mouse-ear cress)","GO:0009414, GO:0009651, GO:0009737, GO:0009751, GO:0009753, GO:0009873, GO:0019760, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_173148","Q9LYU3sp=Ethylene-responsive transcription factor ERF113 Arabidopsis thaliana (Mouse-ear cress)","GO:0009414, GO:0009651, GO:0009737, GO:0009751, GO:0009753, GO:0009873, GO:0019760, GO:0045893, GO:0071497, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_173389","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_173390","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_173394","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_173396","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_173398","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_173399","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_174624","D5ADJ9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
